trip_id,date,time,transport_type,route_id,vehicle_id,origin_station,origin_district,origin_latitude,origin_longitude,destination_station,destination_district,destination_latitude,destination_longitude,distance_km,fare_rwf,passengers_carried,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T01439,2023-01-16,04:45:00,Moto,KN 4 Ave,RAB881E,Kagunga,Gasabo,-1.912579,30.108388,Gitega,Nyarugenge,-1.952194,30.052418,7.62,2200,1,04:45:00,05:07:00,13,1,Fog,24.5,85,3,17.8,None,50000,51,0,0,0,Spring,0
T01440,2023-01-16,05:00:00,Bus,KG 17 Ave,RAD342D,Kacyiru,Gasabo,-1.942868,30.085105,Kagarama,Kicukiro,-1.975439,30.088382,3.64,420,17,05:04:00,05:34:00,3,20,Clear,19.7,81,43,16.2,Parade,0,63,0,0,0,Autumn,1
T01441,2023-01-16,05:15:00,Bus,RN1 (Kigali-Muhanga Rd),RAD319D,Kanyinya,Nyarugenge,-1.912918,30.010321,Kigali Heights,Gasabo,-1.950049,30.091009,9.87,790,23,05:15:00,05:35:00,3,14,Storm,14.5,95,17,16.4,None,2000,42,0,0,0,Spring,1
T01442,2023-01-16,05:30:00,Taxi,KK 15 Rd,RAC832F,Kimisagara,Nyarugenge,-1.943313,30.042271,Kabusunzu,Nyarugenge,-1.958843,30.031561,2.1,1840,2,05:33:00,05:56:00,10,16,Cloudy,23.2,97,9,11.5,Festival,500,91,0,0,0,Autumn,1
T01443,2023-01-16,05:45:00,Moto,KK 432 St,RAB644D,Sonatube,Kicukiro,-1.970358,30.10338,Kicukiro Centre,Kicukiro,-1.981864,30.102951,1.28,620,1,05:45:00,06:05:00,4,24,Storm,25.5,41,34,0.6,None,0,80,0,0,0,Autumn,1
T01444,2023-01-16,06:00:00,Moto,KG 205 St,RAB119G,Rwandex,Nyarugenge,-1.966062,30.065867,Nyabugogo Bus Park,Nyarugenge,-1.957376,30.058793,1.25,610,1,06:01:00,06:51:00,2,9,Clear,23.1,97,34,1.7,Concert,0,43,0,0,0,Spring,1
T01445,2023-01-16,06:15:00,Bus,KK 28 Ave,RAD246A,Kimironko,Gasabo,-1.935553,30.11926,Nzove,Nyarugenge,-1.936447,29.989871,14.38,1060,14,06:15:00,06:43:00,4,1,Fog,22.2,72,39,13.0,None,2000,89,0,0,0,Spring,0
T01446,2023-01-16,06:30:00,Taxi,KK 33 Ave,RAC508D,Rugando,Kicukiro,-1.957814,30.124199,Gitega,Nyarugenge,-1.954229,30.055607,7.63,4050,3,06:30:00,07:18:00,-1,26,Clear,16.0,35,53,8.0,None,10000,88,0,0,0,Spring,1
T01447,2023-01-16,06:45:00,Taxi,KN 78 St,RAC336D,Masaka,Kicukiro,-1.997576,30.151818,Ndera,Gasabo,-1.943846,30.153649,5.98,3390,4,06:45:00,07:30:00,14,-3,Fog,23.2,44,22,11.3,Festival,10000,35,0,0,0,Winter,0
T01448,2023-01-16,07:00:00,Bus,KG 550 St,RAD829A,Bumbogo,Gasabo,-1.891645,30.0994,Jabana,Gasabo,-1.898532,30.045184,6.07,560,15,07:02:00,07:42:00,10,18,Storm,17.8,71,24,4.6,Parade,0,11,0,1,0,Winter,1
T01449,2023-01-16,07:15:00,Taxi,KG 205 St,RAC288C,Rebero,Kicukiro,-1.98778,30.089702,Gitega,Nyarugenge,-1.955673,30.053827,5.35,3140,2,07:17:00,08:03:00,18,14,Storm,28.0,60,0,13.0,None,0,55,0,1,0,Spring,1
T01450,2023-01-16,07:30:00,Moto,KK 15 Rd,RAB568F,Gisozi,Gasabo,-1.928469,30.06135,Nyabisindu,Nyarugenge,-1.974422,30.038921,5.69,1720,1,07:33:00,08:27:00,18,1,Clear,23.4,82,17,4.9,Festival,0,2,0,1,0,Summer,0
T01451,2023-01-16,07:45:00,Bus,KN 5 Rd,RAD527G,Kigali Heights,Gasabo,-1.947623,30.090208,Kabuga,Gasabo,-1.929403,30.180978,10.29,820,32,07:46:00,08:37:00,13,27,Clear,16.8,35,14,9.2,Concert,10000,49,0,0,0,Spring,1
T01452,2023-01-16,08:00:00,Taxi,KN 3 Ave,RAC896C,Rebero,Kicukiro,-1.990815,30.092014,Gatenga,Kicukiro,-1.980926,30.083476,1.45,1580,4,08:00:00,08:26:00,17,2,Rain,20.2,62,24,9.6,Parade,0,28,0,0,0,Summer,0
T01453,2023-01-16,08:15:00,Moto,RN4 (Kigali-Kayonza Rd),RAB859G,Kabeza,Kicukiro,-1.981884,30.116294,Gatenga,Kicukiro,-1.97971,30.084618,3.53,1180,1,08:15:00,08:46:00,-1,23,Fog,26.8,58,31,3.6,None,2000,87,0,1,0,Winter,1
T01454,2023-01-16,08:30:00,Bus,KK 28 Ave,RAD953C,Kigali International Airport,Kicukiro,-1.971037,30.138075,Kigali International Airport,Kicukiro,-1.966375,30.13821,0.52,230,9,08:30:00,09:20:00,2,21,Rain,17.8,50,52,17.5,Parade,500,82,0,0,0,Winter,1
T01455,2023-01-16,08:45:00,Bus,KN 4 Ave,RAD646B,Kagarama,Kicukiro,-1.976926,30.091551,Gisozi,Gasabo,-1.932396,30.064001,5.82,550,24,08:45:00,09:36:00,15,25,Cloudy,21.2,83,19,10.5,Festival,50000,76,0,0,0,Summer,1
T01456,2023-01-16,09:00:00,Bus,KN 4 Ave,RAD993F,Biryogo,Nyarugenge,-1.9605,30.046797,Nyakabanda,Nyarugenge,-1.969486,30.040334,1.23,270,23,09:02:00,09:39:00,4,24,Cloudy,23.9,85,16,17.3,None,0,15,0,0,0,Winter,1
T01457,2023-01-16,09:15:00,Moto,KN 5 Rd,RAB185G,Kanogo,Nyarugenge,-1.941275,30.032935,Nyarutarama,Gasabo,-1.935781,30.110153,8.6,2450,1,09:18:00,09:51:00,8,12,Clear,25.2,50,56,5.3,None,500,39,0,0,0,Spring,1
T01458,2023-01-16,09:30:00,Bus,KG 11 Ave,RAD699D,Jabana,Gasabo,-1.900233,30.045889,Mageragere,Nyarugenge,-2.010506,30.007462,12.98,980,27,09:34:00,10:25:00,8,8,Storm,15.1,84,10,3.4,None,50000,26,0,1,0,Summer,1
T01459,2023-01-16,09:45:00,Moto,KK 15 Rd,RAB833A,Nyanza (Kicukiro),Kicukiro,-1.987274,30.11724,Gahanga,Kicukiro,-2.018915,30.107565,3.68,1220,1,09:46:00,10:07:00,19,16,Cloudy,21.9,87,12,0.4,None,2000,69,0,1,0,Summer,1
T01460,2023-01-16,10:00:00,Bus,KG 9 Ave,RAD398F,Niboye,Kicukiro,-1.988721,30.102095,Kigali International Airport,Kicukiro,-1.967296,30.139475,4.79,490,28,10:00:00,10:20:00,14,14,Cloudy,27.9,93,24,1.9,Protest,0,41,0,1,0,Autumn,1
T01461,2023-01-16,10:15:00,Bus,KG 7 Ave,RAD368E,Gatenga,Kicukiro,-1.982307,30.087238,Kabuga,Gasabo,-1.925422,30.183548,12.43,950,34,10:18:00,11:01:00,13,19,Rain,28.9,75,19,2.9,Sports,0,56,0,1,0,Winter,1
T01462,2023-01-16,10:30:00,Bus,KG 17 Ave,RAD697F,Kagarama,Kicukiro,-1.973314,30.090617,Nyarutarama,Gasabo,-1.939342,30.111562,4.44,470,21,10:34:00,11:29:00,10,23,Rain,23.4,51,24,1.6,Sports,10000,9,1,0,0,Summer,1
T01463,2023-01-16,10:45:00,Moto,RN4 (Kigali-Kayonza Rd),RAB928D,Kigali City Centre (CBD),Nyarugenge,-1.948854,30.059195,Rebero,Kicukiro,-1.987295,30.089487,5.44,1660,1,10:48:00,11:37:00,19,13,Cloudy,29.0,89,41,17.9,None,0,37,0,1,0,Summer,1
T01464,2023-01-16,11:00:00,Taxi,KN 3 Ave,RAC239F,Kanogo,Nyarugenge,-1.945849,30.034336,Nyabisindu,Nyarugenge,-1.976853,30.042111,3.55,2420,3,11:02:00,11:39:00,2,17,Clear,21.9,40,44,18.2,None,2000,7,0,0,0,Summer,1
T01465,2023-01-16,11:15:00,Bus,KG 11 Ave,RAD792G,Kacyiru,Gasabo,-1.9417,30.086476,Gahanga,Kicukiro,-2.020489,30.108479,9.1,750,32,11:19:00,11:48:00,17,27,Rain,19.7,76,48,18.7,None,500,17,0,0,0,Winter,1
T01466,2023-01-16,11:30:00,Bus,KN 5 Rd,RAD760G,Masaka,Kicukiro,-1.99246,30.148208,Muhima,Nyarugenge,-1.947724,30.050224,11.97,920,19,11:33:00,12:25:00,13,-1,Cloudy,21.6,60,30,19.2,Sports,50000,95,0,0,0,Summer,0
T01467,2023-01-16,11:45:00,Bus,KN 67 St,RAD391H,Kanyinya,Nyarugenge,-1.907352,30.009145,Kigali City Centre (CBD),Nyarugenge,-1.949523,30.05933,7.29,640,19,11:47:00,12:09:00,19,13,Storm,14.0,47,52,9.8,None,0,16,0,1,0,Summer,1
T01468,2023-01-16,12:00:00,Moto,KK 15 Rd,RAB115F,Kigali Heights,Gasabo,-1.948178,30.088183,Kabuga,Gasabo,-1.928346,30.185463,11.03,3060,1,12:03:00,12:42:00,19,22,Rain,19.0,51,0,10.6,None,2000,57,0,1,0,Spring,1
T01469,2023-01-16,12:15:00,Bus,KG 7 Ave,RAD101B,Muhima,Nyarugenge,-1.947444,30.050173,Gacuriro,Gasabo,-1.918601,30.087322,5.23,510,31,12:18:00,12:49:00,13,19,Cloudy,20.0,85,51,2.6,None,0,65,0,0,0,Spring,1
T01470,2023-01-16,12:30:00,Bus,KK 15 Rd,RAD536H,Nyanza (Kicukiro),Kicukiro,-1.990984,30.118662,Gatenga,Kicukiro,-1.979971,30.086268,3.8,430,28,12:34:00,12:55:00,13,2,Fog,26.8,46,15,2.7,None,0,43,0,0,0,Autumn,0
T01471,2023-01-16,12:45:00,Bus,KN 5 Rd,RAD716H,Kimironko,Gasabo,-1.936146,30.120739,Nyanza (Kicukiro),Kicukiro,-1.992455,30.122432,6.26,580,9,12:47:00,13:37:00,11,24,Rain,25.2,67,47,15.5,None,0,83,1,0,0,Summer,1
T01472,2023-01-16,13:00:00,Bus,KK 10 Ave,RAD731D,Kagunga,Gasabo,-1.910892,30.112731,Gacuriro,Gasabo,-1.917578,30.088646,2.78,370,32,13:00:00,13:38:00,3,4,Fog,22.5,54,27,17.1,None,10000,73,1,0,0,Winter,0
T01473,2023-01-16,13:15:00,Bus,RN4 (Kigali-Kayonza Rd),RAD558E,Kanyinya,Nyarugenge,-1.91024,30.011745,Kinyinya,Gasabo,-1.918944,30.100959,9.96,800,18,13:16:00,13:47:00,-1,4,Rain,18.1,61,20,15.7,Parade,10000,8,0,0,0,Autumn,0
T01474,2023-01-16,13:30:00,Taxi,KK 10 Ave,RAC683G,Niboye,Kicukiro,-1.988772,30.100559,Sonatube,Kicukiro,-1.969339,30.103051,2.18,1870,1,13:34:00,14:18:00,11,15,Rain,15.3,44,29,16.7,None,0,47,0,1,0,Autumn,1
T01475,2023-01-16,13:45:00,Moto,KN 67 St,RAB395A,Gishushu,Gasabo,-1.94708,30.102232,Kigali International Airport,Kicukiro,-1.968007,30.139199,4.72,1480,1,13:47:00,14:10:00,13,25,Heavy Rain,18.1,42,58,5.5,Festival,0,38,0,0,0,Autumn,1
T01476,2023-01-16,14:00:00,Moto,KG 550 St,RAB399E,Mageragere,Nyarugenge,-2.009511,30.012273,Gishushu,Gasabo,-1.945875,30.103055,12.32,3380,1,14:03:00,14:34:00,17,19,Heavy Rain,23.9,87,2,9.3,None,2000,88,0,0,0,Summer,1
T01477,2023-01-16,14:15:00,Moto,KK 33 Ave,RAB684G,Rutunga,Gasabo,-1.858753,30.079032,Nyarutarama,Gasabo,-1.939389,30.110227,9.61,2700,1,14:17:00,14:50:00,10,28,Fog,16.6,79,33,9.2,Festival,2000,88,0,1,0,Autumn,1
T01478,2023-01-16,14:30:00,Bus,KG 9 Ave,RAD109A,Gatenga,Kicukiro,-1.977411,30.08747,Nyamirambo,Nyarugenge,-1.969275,30.040257,5.32,520,33,14:31:00,15:13:00,12,6,Clear,19.5,40,5,19.9,None,500,87,0,0,0,Winter,1
T01479,2023-01-16,14:45:00,Taxi,KG 17 Ave,RAC321H,Kagugu,Gasabo,-1.912656,30.072154,Gatenga,Kicukiro,-1.980184,30.085713,7.66,4060,4,14:46:00,15:27:00,9,23,Cloudy,18.8,42,42,19.0,Protest,50000,5,0,0,0,Spring,1
T01480,2023-01-16,15:00:00,Moto,KN 5 Rd,RAB476B,Nyabugogo Bus Park,Nyarugenge,-1.952965,30.059283,Sonatube,Kicukiro,-1.965408,30.10783,5.57,1690,1,15:00:00,15:29:00,6,-3,Clear,25.3,79,28,12.0,Festival,10000,29,1,1,0,Spring,0
T01481,2023-01-16,15:15:00,Bus,KK 5 Rd,RAD657D,Kanogo,Nyarugenge,-1.943517,30.034719,Kimicanga,Gasabo,-1.946991,30.071359,4.09,450,22,15:15:00,15:51:00,15,25,Clear,27.4,67,2,2.8,None,0,73,0,1,0,Summer,1
T01482,2023-01-16,15:30:00,Bus,KK 15 Rd,RAD631D,Kanogo,Nyarugenge,-1.944003,30.035822,Kabuga,Gasabo,-1.92624,30.184197,16.61,1200,32,15:31:00,16:19:00,18,-1,Heavy Rain,24.2,30,57,5.2,Festival,0,94,0,0,0,Winter,0
T01483,2023-01-16,15:45:00,Bus,KK 432 St,RAD525F,Cyahafi,Nyarugenge,-1.956037,30.035644,Kabusunzu,Nyarugenge,-1.957285,30.032834,0.34,220,26,15:49:00,16:14:00,11,27,Cloudy,18.0,68,32,7.3,None,0,17,0,0,0,Winter,1
T01484,2023-01-16,16:00:00,Taxi,RN1 (Kigali-Muhanga Rd),RAC833G,Cyahafi,Nyarugenge,-1.956089,30.034157,Kabusunzu,Nyarugenge,-1.960439,30.028145,0.82,1330,1,16:04:00,16:38:00,17,7,Heavy Rain,19.5,56,10,17.5,Sports,10000,42,0,0,0,Winter,1
T01485,2023-01-16,16:15:00,Moto,KN 3 Ave,RAB437E,Kimicanga,Gasabo,-1.945775,30.0731,Gatenga,Kicukiro,-1.98257,30.08224,4.22,1360,1,16:18:00,17:03:00,1,18,Heavy Rain,14.5,65,44,3.4,None,0,32,0,0,0,Summer,1
T01486,2023-01-16,16:30:00,Moto,KG 7 Ave,RAB638G,Remera,Gasabo,-1.955215,30.107231,Nyakabanda,Nyarugenge,-1.968501,30.045848,6.98,2040,1,16:30:00,16:51:00,5,14,Heavy Rain,14.9,61,4,4.4,Festival,2000,52,0,0,0,Winter,1
T01487,2023-01-16,16:45:00,Bus,KN 4 Ave,RAD197C,Kagarama,Kicukiro,-1.974714,30.091885,Nyamirambo,Nyarugenge,-1.971264,30.040074,5.77,550,19,16:48:00,17:40:00,5,2,Storm,14.9,70,49,7.0,Protest,0,55,1,0,0,Spring,0
T01488,2023-01-16,17:00:00,Bus,KK 10 Ave,RAD686B,Gisozi,Gasabo,-1.933204,30.061412,Kigali Heights,Gasabo,-1.950802,30.091273,3.85,430,10,17:00:00,17:38:00,19,-1,Clear,14.3,44,31,18.5,None,50000,18,0,1,0,Winter,0
T01489,2023-01-16,17:15:00,Bus,KG 7 Ave,RAD412B,Kanombe,Kicukiro,-1.968465,30.134711,Kanogo,Nyarugenge,-1.942258,30.032581,11.72,900,33,17:16:00,17:41:00,19,1,Clear,15.1,60,46,10.1,None,2000,86,0,0,0,Winter,0
T01490,2023-01-16,17:30:00,Bus,KK 10 Ave,RAD558B,Rutunga,Gasabo,-1.862167,30.079325,Jabana,Gasabo,-1.897585,30.044187,5.55,530,29,17:34:00,18:15:00,13,5,Clear,15.5,35,17,12.9,Festival,0,68,0,0,0,Summer,0
T01491,2023-01-16,17:45:00,Moto,KN 67 St,RAB425D,Jabana,Gasabo,-1.899005,30.044317,Rugarama,Nyarugenge,-1.947899,30.023828,5.89,1770,1,17:49:00,18:19:00,7,24,Storm,14.0,81,46,7.7,Sports,0,25,0,0,0,Autumn,1
T01492,2023-01-16,18:00:00,Moto,KG 11 Ave,RAB375C,Kimihurura,Gasabo,-1.951088,30.087507,Nyakabanda,Nyarugenge,-1.969708,30.04003,5.67,1720,1,18:01:00,18:57:00,18,15,Rain,23.2,51,19,3.8,Parade,0,28,0,0,0,Autumn,1
T01493,2023-01-16,18:15:00,Bus,KN 5 Rd,RAD670B,Kagunga,Gasabo,-1.912404,30.108608,Kabusunzu,Nyarugenge,-1.957664,30.030523,10.03,800,20,18:18:00,18:37:00,14,24,Fog,29.0,60,51,4.5,None,10000,23,0,0,0,Summer,1
T01494,2023-01-16,18:30:00,Bus,RN1 (Kigali-Muhanga Rd),RAD705A,Kagugu,Gasabo,-1.915663,30.073304,Nyabugogo Bus Park,Nyarugenge,-1.955102,30.054748,4.85,490,24,18:33:00,19:27:00,-2,23,Fog,27.3,75,51,16.1,None,2000,5,0,1,0,Summer,1
T01495,2023-01-16,18:45:00,Bus,KK 10 Ave,RAD597G,Nyarutarama,Gasabo,-1.938275,30.108481,Kinyinya,Gasabo,-1.917341,30.099415,2.54,350,29,18:47:00,19:20:00,15,9,Storm,12.8,96,38,17.9,None,500,53,0,0,0,Summer,1
T01496,2023-01-16,19:00:00,Taxi,RN4 (Kigali-Kayonza Rd),RAC699H,Cyahafi,Nyarugenge,-1.955972,30.035758,Kigali Heights,Gasabo,-1.948242,30.093575,6.48,3590,1,19:00:00,19:21:00,7,17,Clear,19.4,72,48,9.9,None,0,38,0,0,0,Summer,1
T01497,2023-01-16,19:15:00,Moto,KK 33 Ave,RAB412F,Nyarutarama,Gasabo,-1.937106,30.108953,Gitega,Nyarugenge,-1.952018,30.053598,6.37,1890,1,19:18:00,20:05:00,18,23,Fog,27.0,30,39,7.1,None,0,3,0,0,0,Winter,1
T01498,2023-01-16,19:30:00,Moto,KG 11 Ave,RAB403C,Nyarutarama,Gasabo,-1.936093,30.110931,Rugando,Kicukiro,-1.961613,30.127659,3.39,1150,1,19:31:00,20:17:00,1,2,Storm,14.4,73,27,16.2,None,0,57,1,0,0,Winter,0
T01499,2023-01-16,19:45:00,Taxi,KK 10 Ave,RAC675B,Rugando,Kicukiro,-1.960504,30.124558,Kimironko,Gasabo,-1.935406,30.116536,2.93,2170,4,19:48:00,20:11:00,-2,7,Heavy Rain,26.8,86,12,13.5,None,0,47,0,0,0,Autumn,1
T01500,2023-01-16,20:00:00,Moto,KG 7 Ave,RAB158A,Gisozi,Gasabo,-1.928029,30.065728,Nyakabanda,Nyarugenge,-1.9664,30.04459,4.87,1520,1,20:04:00,20:49:00,1,13,Cloudy,22.3,38,25,0.8,None,0,59,0,0,0,Summer,1
T01501,2023-01-16,20:15:00,Bus,KK 28 Ave,RAD145C,Kagugu,Gasabo,-1.91317,30.07605,Kigali International Airport,Kicukiro,-1.969129,30.140033,9.45,770,27,20:15:00,20:41:00,1,3,Fog,28.3,34,15,7.0,None,0,25,0,0,0,Summer,0
T01502,2023-01-16,20:30:00,Bus,RN1 (Kigali-Muhanga Rd),RAD365F,Kigali Heights,Gasabo,-1.946166,30.09139,Kimicanga,Gasabo,-1.945883,30.073425,2.0,320,30,20:32:00,21:25:00,1,26,Cloudy,27.3,38,24,13.6,Sports,0,78,0,0,0,Winter,1
T01503,2023-01-16,20:45:00,Moto,KK 10 Ave,RAB439E,Remera,Gasabo,-1.953844,30.109146,Rwandex,Nyarugenge,-1.965418,30.067009,4.86,1520,1,20:45:00,21:33:00,14,17,Clear,23.8,74,9,11.5,None,500,76,0,1,0,Summer,1
T01504,2023-01-16,21:00:00,Moto,RN1 (Kigali-Muhanga Rd),RAB499C,Kagunga,Gasabo,-1.908757,30.111625,Rebero,Kicukiro,-1.988598,30.092323,9.13,2580,1,21:04:00,21:43:00,6,-3,Fog,23.5,53,28,19.6,None,10000,39,0,0,0,Spring,0
T01505,2023-01-16,21:15:00,Moto,KN 5 Rd,RAB512E,Kicukiro Centre,Kicukiro,-1.984527,30.102334,Gikondo,Kicukiro,-1.96981,30.068374,4.11,1330,1,21:19:00,22:13:00,16,21,Storm,15.7,71,45,17.3,None,0,85,0,0,0,Winter,1
T01506,2023-01-16,21:30:00,Moto,KG 28 Ave,RAB484E,Kigali International Airport,Kicukiro,-1.966254,30.13856,Kagugu,Gasabo,-1.915743,30.07299,9.2,2600,1,21:34:00,21:53:00,10,28,Rain,14.0,51,37,1.2,None,500,76,0,0,0,Spring,1
T01507,2023-01-16,21:45:00,Bus,RN1 (Kigali-Muhanga Rd),RAD649A,Gahanga,Kicukiro,-2.022811,30.110427,Kabuga,Gasabo,-1.925403,30.184312,13.59,1020,35,21:49:00,22:33:00,1,4,Fog,19.2,89,19,14.5,Festival,0,55,0,0,0,Winter,0
T01508,2023-01-16,22:00:00,Taxi,KG 17 Ave,RAC263F,Gikondo,Kicukiro,-1.971134,30.070491,Kimironko,Gasabo,-1.935504,30.116303,6.45,3580,1,22:01:00,22:24:00,2,1,Fog,15.3,66,53,6.7,None,0,38,0,0,0,Winter,0
T01509,2023-01-16,22:15:00,Moto,RN4 (Kigali-Kayonza Rd),RAB224D,Jabana,Gasabo,-1.901478,30.046152,Nzove,Nyarugenge,-1.932193,29.987064,7.4,2150,1,22:17:00,23:03:00,10,26,Fog,13.8,68,25,13.6,Festival,50000,80,0,0,0,Winter,1
T01510,2023-01-16,22:30:00,Taxi,KK 5 Rd,RAC429G,Gisozi,Gasabo,-1.928571,30.065803,Cyahafi,Nyarugenge,-1.952312,30.034297,4.38,2750,2,22:34:00,23:19:00,13,4,Fog,17.3,82,31,12.3,None,0,99,0,0,0,Autumn,0
T01511,2023-01-16,22:45:00,Moto,KG 9 Ave,RAB672H,Gacuriro,Gasabo,-1.917314,30.089625,Kimihurura,Gasabo,-1.94763,30.090062,3.37,1140,1,22:49:00,23:33:00,19,15,Storm,27.0,57,38,10.1,Festival,0,38,0,1,0,Autumn,1
T01512,2023-01-16,23:00:00,Bus,KK 10 Ave,RAD268D,Remera,Gasabo,-1.956256,30.106665,Gacuriro,Gasabo,-1.917949,30.090064,4.64,480,30,23:03:00,23:45:00,2,26,Storm,12.3,44,37,17.1,None,0,47,0,0,0,Winter,1
T01513,2023-01-16,23:15:00,Bus,KG 17 Ave,RAD940F,Kimihurura,Gasabo,-1.948342,30.087416,Kabusunzu,Nyarugenge,-1.959104,30.028763,6.63,600,24,23:17:00,23:53:00,5,11,Rain,17.1,89,58,14.2,None,0,24,0,1,0,Winter,1
T01514,2023-01-16,23:30:00,Taxi,RN1 (Kigali-Muhanga Rd),RAC472D,Mageragere,Nyarugenge,-2.008524,30.011122,Kigali Heights,Gasabo,-1.948352,30.091122,11.13,5450,2,23:30:00,00:15:00,13,23,Storm,19.4,89,48,17.8,Protest,500,33,0,1,0,Winter,1
T01515,2023-01-16,23:45:00,Bus,KK 15 Rd,RAD995B,Nyanza (Kicukiro),Kicukiro,-1.992204,30.122267,Nyarutarama,Gasabo,-1.938136,30.106982,6.25,580,21,23:47:00,00:41:00,-2,9,Storm,20.9,35,52,5.6,None,0,20,0,0,0,Winter,1
T01516,2023-01-17,00:00:00,Moto,RN4 (Kigali-Kayonza Rd),RAB925B,Ndera,Gasabo,-1.943326,30.15317,Gahanga,Kicukiro,-2.020073,30.112004,9.68,2720,1,00:02:00,00:46:00,3,10,Clear,15.2,81,23,7.0,Sports,0,24,0,0,1,Summer,1
T01517,2023-01-17,00:15:00,Moto,KK 10 Ave,RAB513H,Nyakabanda,Nyarugenge,-1.965166,30.044384,Masaka,Kicukiro,-1.992639,30.150052,12.13,3330,1,00:17:00,01:04:00,8,26,Clear,28.8,41,30,12.4,None,10000,88,0,0,1,Summer,1
T01518,2023-01-17,00:30:00,Moto,KG 7 Ave,RAB859G,Gishushu,Gasabo,-1.945574,30.102166,Kagugu,Gasabo,-1.913925,30.072511,4.82,1500,1,00:34:00,01:19:00,13,9,Cloudy,22.1,48,39,19.3,Sports,0,21,0,0,1,Summer,1
T01519,2023-01-17,00:45:00,Bus,KN 67 St,RAD333A,Rutunga,Gasabo,-1.860391,30.081617,Kanyinya,Nyarugenge,-1.908035,30.01115,9.45,770,33,00:49:00,01:07:00,2,12,Rain,21.1,31,11,7.4,Festival,0,22,0,0,1,Autumn,1
T01520,2023-01-17,01:00:00,Bus,KG 11 Ave,RAD978B,Jabana,Gasabo,-1.897348,30.044714,Nyarugunga,Kicukiro,-1.993334,30.116422,13.32,1000,11,01:01:00,01:26:00,13,3,Clear,12.2,84,57,0.6,Parade,50000,24,0,0,1,Spring,0
T01521,2023-01-17,01:15:00,Bus,KK 33 Ave,RAD466E,Gacuriro,Gasabo,-1.920967,30.089259,Kigali City Centre (CBD),Nyarugenge,-1.951362,30.060658,4.64,480,28,01:15:00,01:43:00,4,23,Rain,20.5,44,56,8.9,None,0,77,0,1,1,Winter,1
T01522,2023-01-17,01:30:00,Bus,KG 17 Ave,RAD406E,Rugando,Kicukiro,-1.958553,30.123112,Rebero,Kicukiro,-1.986188,30.090627,4.74,480,32,01:33:00,02:02:00,16,11,Rain,26.6,93,35,10.9,None,10000,77,0,0,1,Summer,1
T01523,2023-01-17,01:45:00,Bus,KN 3 Ave,RAD240E,Biryogo,Nyarugenge,-1.958829,30.044783,Nyarugunga,Kicukiro,-1.994457,30.115401,8.79,730,17,01:47:00,02:19:00,-2,24,Fog,15.8,98,9,16.0,Parade,50000,25,1,0,1,Summer,1
T01524,2023-01-17,02:00:00,Bus,RN4 (Kigali-Kayonza Rd),RAD892D,Kanombe,Kicukiro,-1.967209,30.136118,Nyakabanda,Nyarugenge,-1.967971,30.04237,10.42,830,30,02:00:00,02:24:00,6,3,Heavy Rain,18.1,44,5,14.6,Festival,0,29,0,0,1,Summer,0
T01525,2023-01-17,02:15:00,Moto,KK 10 Ave,RAB899F,Kigali Heights,Gasabo,-1.946514,30.090303,Gisozi,Gasabo,-1.932329,30.06127,3.59,1200,1,02:15:00,03:03:00,15,16,Heavy Rain,12.3,72,6,19.3,None,0,89,0,0,1,Winter,1
T01526,2023-01-17,02:30:00,Moto,KG 205 St,RAB119E,Kagunga,Gasabo,-1.912859,30.107925,Nyarutarama,Gasabo,-1.936826,30.11161,2.7,980,1,02:31:00,03:24:00,10,28,Heavy Rain,29.0,46,52,15.7,None,0,37,0,1,1,Winter,1
T01527,2023-01-17,02:45:00,Bus,KN 5 Rd,RAD234H,Gisozi,Gasabo,-1.92954,30.065554,Kanombe,Kicukiro,-1.969039,30.135576,8.94,740,15,02:48:00,03:31:00,12,28,Rain,13.2,53,30,6.0,None,10000,85,0,0,1,Spring,1
T01528,2023-01-17,03:00:00,Bus,KG 17 Ave,RAD256B,Nyabisindu,Nyarugenge,-1.976755,30.037679,Gatenga,Kicukiro,-1.982465,30.082729,5.05,500,21,03:02:00,03:46:00,0,22,Fog,27.6,59,26,12.8,Parade,0,33,0,0,1,Autumn,1
T01529,2023-01-17,03:15:00,Taxi,KK 10 Ave,RAC995D,Kagugu,Gasabo,-1.910979,30.077493,Kagarama,Kicukiro,-1.974082,30.092993,7.23,3890,4,03:18:00,03:42:00,7,16,Cloudy,17.4,96,7,13.4,None,2000,88,0,1,1,Spring,1
T01530,2023-01-17,03:30:00,Bus,KG 17 Ave,RAD393C,Bumbogo,Gasabo,-1.889417,30.099361,Kigali International Airport,Kicukiro,-1.969293,30.137767,9.85,790,14,03:31:00,04:21:00,6,14,Cloudy,22.2,80,2,20.0,None,50000,99,0,1,1,Winter,1
T01531,2023-01-17,03:45:00,Bus,KN 67 St,RAD494G,Kabeza,Kicukiro,-1.981611,30.115638,Kabuga,Gasabo,-1.926892,30.181515,9.52,770,20,03:49:00,04:24:00,10,11,Heavy Rain,23.9,89,39,2.8,Concert,10000,76,0,1,1,Spring,1
